Campaign_ID,Campaign_Name,Brand,Product_Category,Influencer_ID,Influencer,Influencer_Type,Platform,Audience_Group,Campaign_Date,Followers,Reach,Impressions,Likes,Comments,Shares,Clicks,Conversions,Spend,Revenue,Total_Engagement,Engagement_Rate,ROI,Conversion_Rate,Cost_Per_Engagement
CMP02971,Campaign_2971,Nykaa,Fashion,INF172,Influencer_196,Mega,X,Adults,2024-09-20,3037822,1337392,2318532,61556,10363,2657,189436,51281,490184,693928,74576,5.58,41.56,27.07,6.57
CMP02972,Campaign_2972,Puma,Electronics,INF102,Influencer_69,Mega,TikTok,Millennials,2025-01-12,3091452,1780514,2969720,89651,10236,4124,110345,19786,211346,698444,104011,5.84,230.47,17.93,2.03
CMP02973,Campaign_2973,Mamaearth,Electronics,INF013,Influencer_148,Mega,X,Adults,2025-09-05,3598921,2664649,4724065,115129,1787,4818,370660,51580,92335,128121,121734,4.57,38.76,13.92,0.76
CMP02974,Campaign_2974,Sony,Fashion,INF004,Influencer_85,Mega,Instagram,Millennials,2024-01-01,2475075,2071366,3525164,79992,10329,5201,239225,69701,305008,1007720,95522,4.61,230.39,29.14,3.19
CMP02975,Campaign_2975,Boat,Electronics,INF088,Influencer_83,Macro,TikTok,Adults,2024-03-01,938548,456950,592931,36822,960,3163,47920,776,206176,513551,40945,8.96,149.08,1.62,5.04
CMP02976,Campaign_2976,Samsung,Fitness,INF108,Influencer_291,Mega,X,Professionals,2024-10-04,2702484,1948792,3418868,117324,22123,2615,288290,10257,281534,276885,142062,7.29,-1.65,3.56,1.98
CMP02977,Campaign_2977,Nykaa,Electronics,INF072,Influencer_105,Mega,Facebook,Millennials,2024-01-31,4750049,2988939,3113174,327460,31412,6359,382140,7890,23190,27818,365231,12.22,19.96,2.06,0.06
CMP02978,Campaign_2978,Zara,Travel,INF212,Influencer_71,Mega,TikTok,Adults,2025-12-07,3418868,2746549,3394248,216905,5820,18826,94371,24950,338361,629584,241551,8.79,86.07,26.44,1.4
CMP02979,Campaign_2979,Mamaearth,Gaming,INF113,Influencer_61,Mega,Facebook,Millennials,2025-01-04,4604801,2735793,5123914,287694,28434,5224,377761,81497,432047,518892,321352,11.75,20.1,21.57,1.34
CMP02980,Campaign_2980,Samsung,Fitness,INF093,Influencer_254,Mega,Facebook,Adults,2024-02-01,2450605,1661783,2715768,126606,7703,8514,205686,13750,355468,740978,142823,8.59,108.45,6.68,2.49
CMP02981,Campaign_2981,Boat,Electronics,INF026,Influencer_167,Mega,X,Professionals,2024-12-29,1646240,441453,528020,51375,9646,1057,53242,12070,273635,705873,62078,14.06,157.96,22.67,4.41
CMP02982,Campaign_2982,Zara,Fashion,INF063,Influencer_159,Macro,YouTube,Millennials,2024-10-27,581888,299428,422558,4723,837,82,25067,2280,203542,525496,5642,1.88,158.18,9.1,36.08
CMP02983,Campaign_2983,Adidas,Electronics,INF297,Influencer_113,Mega,Instagram,Gen Z,2024-05-01,4863891,2395355,3191669,91466,16369,971,260019,50518,415807,861568,108806,4.54,107.2,19.43,3.82
CMP02984,Campaign_2984,Boat,Fashion,INF241,Influencer_219,Mega,Instagram,Adults,2025-11-24,3969527,2444186,4301617,261548,29606,3750,86878,16305,451657,752045,294904,12.07,66.51,18.77,1.53
CMP02985,Campaign_2985,Mamaearth,Food,INF088,Influencer_68,Mega,Facebook,Gen Z,2024-02-29,1412320,1332773,2533663,74093,14773,1574,249198,11701,483146,1532816,90440,6.79,217.26,4.7,5.34
CMP02986,Campaign_2986,Puma,Fitness,INF055,Influencer_108,Mega,TikTok,Millennials,2024-03-26,2226888,1896525,2967245,95526,1505,846,192939,29719,246200,282966,97877,5.16,14.93,15.4,2.52
CMP02987,Campaign_2987,Adidas,Gaming,INF290,Influencer_279,Macro,X,Millennials,2024-09-19,564826,252327,459995,3271,147,146,23971,7057,444427,996572,3564,1.41,124.24,29.44,124.7
CMP02988,Campaign_2988,Adidas,Electronics,INF289,Influencer_223,Macro,Instagram,Gen Z,2024-10-10,259654,57475,102306,5705,814,218,11455,1379,315946,506744,6737,11.72,60.39,12.04,46.9
CMP02989,Campaign_2989,Puma,Fashion,INF163,Influencer_31,Macro,TikTok,Millennials,2025-08-14,230960,105314,109044,1404,273,47,5432,441,428757,1147037,1724,1.64,167.53,8.12,248.7
CMP02990,Campaign_2990,Samsung,Fashion,INF053,Influencer_34,Mega,X,Gen Z,2025-01-23,1361515,723395,1107552,20840,423,1034,17920,462,494420,1234725,22297,3.08,149.73,2.58,22.17
CMP02991,Campaign_2991,Adidas,Fitness,INF066,Influencer_288,Mega,Facebook,Professionals,2025-07-29,3083581,2303907,3998914,94581,3402,3893,94979,11114,69583,161902,101876,4.42,132.67,11.7,0.68
CMP02992,Campaign_2992,Apple,Electronics,INF023,Influencer_171,Mega,YouTube,Gen Z,2024-04-18,4311751,1986157,3005072,156431,29609,29,299884,69146,361313,792652,186069,9.37,119.38,23.06,1.94
CMP02993,Campaign_2993,Puma,Fashion,INF108,Influencer_247,Macro,X,Millennials,2025-05-02,484714,264788,269705,16001,2440,587,42650,12547,478098,891325,19028,7.19,86.43,29.42,25.13
CMP02994,Campaign_2994,Puma,Electronics,INF106,Influencer_282,Micro,TikTok,Gen Z,2024-12-09,99990,89202,113354,2895,438,279,16691,1695,227233,335558,3612,4.05,47.67,10.16,62.91
CMP02995,Campaign_2995,Nykaa,Fashion,INF253,Influencer_298,Mega,Facebook,Professionals,2025-11-25,3973930,1399860,2790147,18997,2190,951,105592,17350,190992,615604,22138,1.58,222.32,16.43,8.63
CMP02996,Campaign_2996,Sony,Food,INF126,Influencer_69,Mega,Facebook,Adults,2025-02-18,3824877,2296220,3725733,229204,31365,2642,54998,9417,489987,1710358,263211,11.46,249.06,17.12,1.86
CMP02997,Campaign_2997,Sony,Gaming,INF018,Influencer_263,Mega,Facebook,Professionals,2024-06-21,4400501,1501468,1984351,82479,8162,1346,219072,4325,313125,293411,91987,6.13,-6.3,1.97,3.4
CMP02998,Campaign_2998,Apple,Electronics,INF282,Influencer_108,Mega,Instagram,Professionals,2025-07-02,1480164,1018791,1736040,96674,1792,1098,60654,15437,182037,419555,99564,9.77,130.48,25.45,1.83
CMP02999,Campaign_2999,Zara,Fitness,INF148,Influencer_190,Mega,Facebook,Gen Z,2025-07-17,2869200,1140154,1986936,30073,4974,2654,137205,26655,295740,665462,37701,3.31,125.02,19.43,7.84
CMP03000,Campaign_3000,Boat,Beauty,INF093,Influencer_163,Mega,X,Millennials,2024-03-27,2410132,1037530,1953447,95895,13311,5395,113371,22957,449342,821162,114601,11.05,82.75,20.25,3.92
CMP03001,Campaign_3001,Apple,Gaming,INF213,Influencer_294,Mega,YouTube,Professionals,2024-08-28,3172274,1973756,3861367,96946,9708,6005,231497,11636,368997,802280,112659,5.71,117.42,5.03,3.28
CMP03002,Campaign_3002,Nykaa,Food,INF204,Influencer_200,Mega,YouTube,Professionals,2024-07-29,2413365,1987843,3800014,131213,13832,10307,96130,20623,388198,512223,155352,7.82,31.95,21.45,2.5
CMP03003,Campaign_3003,Samsung,Beauty,INF297,Influencer_169,Mega,YouTube,Millennials,2025-06-10,1142823,963769,1289825,87074,12401,8651,3203,458,57103,129831,108126,11.22,127.36,14.3,0.53
CMP03004,Campaign_3004,Samsung,Travel,INF279,Influencer_279,Macro,X,Millennials,2024-04-15,879227,444851,720946,30298,4433,343,84112,8024,480595,1248261,35074,7.88,159.73,9.54,13.7
CMP03005,Campaign_3005,Mamaearth,Fashion,INF290,Influencer_55,Mega,Instagram,Millennials,2025-10-08,2346085,2093281,2430499,106893,15568,4147,230218,45051,78561,231742,126608,6.05,194.98,19.57,0.62
CMP03006,Campaign_3006,Nike,Gaming,INF100,Influencer_55,Mega,TikTok,Millennials,2025-12-18,1687905,858676,1416349,19756,2266,945,164747,41724,90706,153367,22967,2.67,69.08,25.33,3.95
CMP03007,Campaign_3007,Nike,Travel,INF129,Influencer_224,Mega,X,Adults,2025-09-27,4338139,2589257,3299502,252001,9820,20467,334400,57313,490471,495252,282288,10.9,0.97,17.14,1.74
CMP03008,Campaign_3008,Zara,Fashion,INF048,Influencer_196,Mega,Facebook,Professionals,2024-05-02,2870813,692395,996079,62748,4963,2280,36659,7640,180609,435864,69991,10.11,141.33,20.84,2.58
CMP03009,Campaign_3009,Boat,Travel,INF290,Influencer_278,Macro,YouTube,Professionals,2025-10-26,682991,359540,631494,12537,928,153,31044,1935,79360,177326,13618,3.79,123.45,6.23,5.83
CMP03010,Campaign_3010,Samsung,Gaming,INF066,Influencer_207,Mega,Facebook,Gen Z,2025-06-09,2649826,632742,976106,22271,849,1305,110620,29015,394635,504696,24425,3.86,27.89,26.23,16.16
CMP03011,Campaign_3011,Sony,Food,INF170,Influencer_139,Mega,Facebook,Gen Z,2025-07-26,1492116,1418918,1625030,131148,14261,1768,126404,13513,421282,717653,147177,10.37,70.35,10.69,2.86
CMP03012,Campaign_3012,Mamaearth,Fitness,INF177,Influencer_99,Mega,X,Professionals,2025-03-11,2984729,1610565,1737299,165770,11068,14854,163049,39959,329610,1121674,191692,11.9,240.3,24.51,1.72
CMP03013,Campaign_3013,Zara,Electronics,INF040,Influencer_12,Mega,X,Gen Z,2025-11-02,2073114,744579,1322097,80935,3335,1104,72864,19156,150242,389549,85374,11.47,159.28,26.29,1.76
CMP03014,Campaign_3014,Mamaearth,Electronics,INF210,Influencer_77,Mega,YouTube,Adults,2025-08-24,4396234,1550102,2104911,43504,4794,1006,74785,7009,461872,1468588,49304,3.18,217.96,9.37,9.37
CMP03015,Campaign_3015,Puma,Gaming,INF054,Influencer_20,Mega,Facebook,Professionals,2024-09-21,3958618,2656428,5218257,157279,21986,319,502618,126445,26223,26642,179584,6.76,1.6,25.16,0.15
CMP03016,Campaign_3016,Mamaearth,Fitness,INF113,Influencer_256,Mega,X,Millennials,2024-12-28,2194741,2015973,3206927,156071,12704,8371,397127,37747,322709,466974,177146,8.79,44.7,9.51,1.82
CMP03017,Campaign_3017,Nike,Fitness,INF054,Influencer_149,Mega,TikTok,Professionals,2024-02-07,4770333,1650226,1894614,193975,2698,15653,70997,14243,184008,451365,212326,12.87,145.3,20.06,0.87
CMP03018,Campaign_3018,Zara,Beauty,INF126,Influencer_164,Mega,Instagram,Adults,2025-06-29,3379210,767080,1400889,16566,483,1058,40505,5931,425142,619784,18107,2.36,45.78,14.64,23.48
CMP03019,Campaign_3019,Apple,Gaming,INF074,Influencer_282,Mega,TikTok,Gen Z,2024-03-19,2539862,1254833,2145246,83933,2672,1127,25901,3124,281387,514476,87732,6.99,82.84,12.06,3.21
CMP03020,Campaign_3020,Zara,Beauty,INF019,Influencer_48,Mega,TikTok,Professionals,2024-10-09,2394578,658106,1261044,36450,5463,2056,130354,17109,35043,103386,43969,6.68,195.03,13.13,0.8
CMP03021,Campaign_3021,Apple,Gaming,INF090,Influencer_179,Mega,Instagram,Millennials,2024-05-22,2131119,1341584,1923070,155492,27740,4278,119589,23,398188,1088102,187510,13.98,173.26,0.02,2.12
CMP03022,Campaign_3022,Mamaearth,Food,INF192,Influencer_88,Mega,X,Professionals,2024-09-03,2311227,1657599,1770343,186738,29136,16322,295442,56020,84606,218390,232196,14.01,158.13,18.96,0.36
CMP03023,Campaign_3023,Mamaearth,Travel,INF176,Influencer_1,Mega,Instagram,Professionals,2025-11-17,4955119,1113224,1129175,104972,9212,8915,87367,13443,17739,21560,123099,11.06,21.54,15.39,0.14
CMP03024,Campaign_3024,Nike,Gaming,INF205,Influencer_128,Macro,TikTok,Millennials,2025-03-20,789631,416579,593950,19079,2000,1136,72157,8544,445032,1090346,22215,5.33,145.0,11.84,20.03
CMP03025,Campaign_3025,Samsung,Fitness,INF139,Influencer_44,Mega,YouTube,Professionals,2025-03-17,4981184,1915423,2718735,136596,18223,2164,380042,103059,57951,125362,156983,8.2,116.32,27.12,0.37
CMP03026,Campaign_3026,Mamaearth,Fashion,INF125,Influencer_90,Mega,TikTok,Gen Z,2025-10-28,4718007,2979530,3417394,125707,1385,5485,367049,108478,125547,227728,132577,4.45,81.39,29.55,0.95
CMP03027,Campaign_3027,Adidas,Travel,INF124,Influencer_189,Mega,Instagram,Gen Z,2024-04-07,3784367,2273034,2372583,69223,12427,1945,242731,46146,285546,481740,83595,3.68,68.71,19.01,3.42
CMP03028,Campaign_3028,Boat,Fitness,INF054,Influencer_58,Mega,Instagram,Gen Z,2024-04-04,1325312,452391,610325,20575,2263,1362,15848,3990,297069,1033781,24200,5.35,247.99,25.18,12.28
CMP03029,Campaign_3029,Puma,Travel,INF052,Influencer_43,Mega,YouTube,Professionals,2024-05-11,1119826,775380,926456,68791,7516,1722,61189,16355,384298,1005395,78029,10.06,161.62,26.73,4.93
CMP03030,Campaign_3030,Nykaa,Gaming,INF095,Influencer_191,Mega,X,Millennials,2024-01-16,2721165,2106874,2212119,54438,4548,988,336528,93273,163480,252926,59974,2.85,54.71,27.72,2.73
CMP03031,Campaign_3031,Nike,Fitness,INF043,Influencer_70,Macro,TikTok,Professionals,2025-05-10,884096,557929,805247,15045,1466,1079,91335,14105,226547,509738,17590,3.15,125.0,15.44,12.88
CMP03032,Campaign_3032,Samsung,Electronics,INF284,Influencer_253,Macro,Instagram,Adults,2025-03-15,731279,535635,958661,44289,4911,2730,32514,4983,35674,98357,51930,9.7,175.71,15.33,0.69
CMP03033,Campaign_3033,Nykaa,Gaming,INF247,Influencer_197,Macro,Facebook,Professionals,2025-08-15,268354,155068,236164,5874,333,388,4964,1128,213697,742695,6595,4.25,247.55,22.72,32.4
CMP03034,Campaign_3034,Apple,Food,INF066,Influencer_71,Mega,TikTok,Millennials,2025-05-20,2348779,1535858,2142525,49685,559,3221,156278,29760,447163,820542,53465,3.48,83.5,19.04,8.36
CMP03035,Campaign_3035,Sony,Fitness,INF257,Influencer_127,Macro,X,Gen Z,2025-08-24,918161,441091,573210,6602,563,628,433,103,313395,1010320,7793,1.77,222.38,23.79,40.21
CMP03036,Campaign_3036,Nykaa,Fashion,INF032,Influencer_241,Mega,Instagram,Professionals,2025-03-26,2444003,2274784,3042222,133985,17967,11224,400027,96308,17071,50474,163176,7.17,195.67,24.08,0.1
CMP03037,Campaign_3037,Nike,Gaming,INF137,Influencer_67,Mega,Facebook,Millennials,2024-01-13,3805300,2992338,3661454,271330,6978,12030,215580,39361,76018,126748,290338,9.7,66.73,18.26,0.26
CMP03038,Campaign_3038,Samsung,Food,INF202,Influencer_56,Mega,TikTok,Professionals,2024-01-02,1994301,1509929,1914369,55421,8446,3587,181814,50619,39035,100070,67454,4.47,156.36,27.84,0.58
CMP03039,Campaign_3039,Boat,Gaming,INF126,Influencer_281,Macro,YouTube,Professionals,2025-12-17,381093,347554,354859,4028,631,350,23204,4322,128035,208273,5009,1.44,62.67,18.63,25.56
CMP03040,Campaign_3040,Nykaa,Beauty,INF235,Influencer_252,Mega,YouTube,Professionals,2024-04-07,1110041,866644,1668109,101401,3473,7860,39051,1274,442816,1133325,112734,13.01,155.94,3.26,3.93
CMP03041,Campaign_3041,Adidas,Electronics,INF101,Influencer_227,Micro,X,Millennials,2025-08-19,99771,22838,25255,2511,502,31,3840,610,106949,312489,3044,13.33,192.19,15.89,35.13
CMP03042,Campaign_3042,Samsung,Fashion,INF028,Influencer_29,Mega,Instagram,Adults,2025-06-04,4248234,1800004,3223931,80183,12958,7709,183149,43344,113889,362341,100850,5.6,218.15,23.67,1.13
CMP03043,Campaign_3043,Nykaa,Food,INF167,Influencer_198,Mega,YouTube,Professionals,2024-12-27,3104730,1999589,2819796,207220,463,7664,361994,16566,228541,537628,215347,10.77,135.24,4.58,1.06
CMP03044,Campaign_3044,Mamaearth,Fashion,INF200,Influencer_255,Mega,TikTok,Millennials,2025-08-03,1990062,1001847,1194770,38465,4469,1096,196381,35125,199532,585373,44030,4.39,193.37,17.89,4.53
CMP03045,Campaign_3045,Boat,Fitness,INF171,Influencer_217,Mega,Facebook,Adults,2024-07-14,2358937,1344041,2223035,104186,8275,6743,176217,38742,479825,386499,119204,8.87,-19.45,21.99,4.03
CMP03046,Campaign_3046,Sony,Travel,INF208,Influencer_92,Mega,YouTube,Adults,2024-11-25,2761428,1880492,2970884,66105,172,2663,100456,16438,496872,1256094,68940,3.67,152.8,16.36,7.21
CMP03047,Campaign_3047,Nykaa,Fitness,INF248,Influencer_82,Mega,Instagram,Gen Z,2024-02-12,2119043,618168,779173,71385,6535,2381,27518,6813,422798,444299,80301,12.99,5.09,24.76,5.27
CMP03048,Campaign_3048,Nykaa,Beauty,INF199,Influencer_44,Mega,Facebook,Gen Z,2024-11-28,1718987,451180,471562,24098,1815,1036,26390,2388,389174,433193,26949,5.97,11.31,9.05,14.44
CMP03049,Campaign_3049,Samsung,Beauty,INF177,Influencer_123,Macro,Facebook,Gen Z,2025-01-31,788615,437945,706055,18232,1559,703,71216,12690,101531,157184,20494,4.68,54.81,17.82,4.95
CMP03050,Campaign_3050,Zara,Gaming,INF246,Influencer_193,Mega,TikTok,Adults,2025-12-13,4305640,1758488,3031485,147786,18190,151,259162,16380,322778,617150,166127,9.45,91.2,6.32,1.94
CMP03051,Campaign_3051,Adidas,Travel,INF007,Influencer_276,Mega,TikTok,Adults,2025-09-29,4412677,1016834,1616913,92605,2115,6565,152424,19843,116251,364191,101285,9.96,213.28,13.02,1.15
CMP03052,Campaign_3052,Zara,Beauty,INF233,Influencer_292,Macro,TikTok,Professionals,2025-10-06,236619,170020,242261,2603,243,231,186,47,262530,353411,3077,1.81,34.62,25.27,85.32
CMP03053,Campaign_3053,Puma,Gaming,INF165,Influencer_258,Mega,X,Professionals,2025-10-26,1255669,269378,309586,7189,694,259,53309,11013,337807,356512,8142,3.02,5.54,20.66,41.49
CMP03054,Campaign_3054,Nike,Beauty,INF015,Influencer_263,Macro,YouTube,Adults,2024-03-12,133010,46778,89578,4131,474,15,5279,1027,456282,1288674,4620,9.88,182.43,19.45,98.76
CMP03055,Campaign_3055,Nike,Beauty,INF116,Influencer_122,Mega,YouTube,Gen Z,2025-08-25,3344509,1008021,1037876,102526,13231,6046,90994,4290,411631,864330,121803,12.08,109.98,4.71,3.38
CMP03056,Campaign_3056,Puma,Beauty,INF047,Influencer_22,Macro,Facebook,Millennials,2024-08-12,922821,835786,1478569,61347,5411,5609,106830,7412,80246,236269,72367,8.66,194.43,6.94,1.11
CMP03057,Campaign_3057,Samsung,Beauty,INF239,Influencer_251,Mega,YouTube,Millennials,2024-05-16,1883708,1838524,3424201,167474,5946,3425,110919,24499,271773,522667,176845,9.62,92.32,22.09,1.54
CMP03058,Campaign_3058,Nike,Gaming,INF174,Influencer_196,Mega,Instagram,Gen Z,2025-01-01,3786863,1683232,3197378,200808,9816,14089,112700,14854,227463,324332,224713,13.35,42.59,13.18,1.01
CMP03059,Campaign_3059,Puma,Food,INF285,Influencer_297,Mega,Instagram,Gen Z,2025-09-03,1198200,447224,527515,19782,1418,1639,70770,3013,374445,602810,22839,5.11,60.99,4.26,16.39
CMP03060,Campaign_3060,Apple,Fashion,INF291,Influencer_11,Mega,Facebook,Gen Z,2024-08-18,4363318,1592845,2165023,34298,1666,2386,77863,22298,469930,1266084,38350,2.41,169.42,28.64,12.25
CMP03061,Campaign_3061,Apple,Gaming,INF220,Influencer_199,Mega,X,Adults,2024-09-18,3619380,1990162,2746163,138430,2875,4504,275270,6712,233362,713876,145809,7.33,205.91,2.44,1.6
CMP03062,Campaign_3062,Puma,Fashion,INF162,Influencer_97,Mega,X,Adults,2025-08-18,1575701,645279,1088658,69912,3694,3558,51049,4189,54063,123790,77164,11.96,128.97,8.21,0.7
CMP03063,Campaign_3063,Samsung,Beauty,INF088,Influencer_214,Mega,TikTok,Adults,2025-02-25,1513440,635581,938230,23619,875,577,40073,8897,67538,102433,25071,3.94,51.67,22.2,2.69
CMP03064,Campaign_3064,Puma,Beauty,INF118,Influencer_102,Mega,X,Professionals,2024-11-13,1928020,862557,1196594,33974,44,2815,81481,5175,321939,519746,36833,4.27,61.44,6.35,8.74
CMP03065,Campaign_3065,Mamaearth,Travel,INF008,Influencer_209,Mega,X,Gen Z,2024-01-13,3737006,2181583,2486337,182666,33756,3184,244811,11538,206125,345734,219606,10.07,67.73,4.71,0.94
CMP03066,Campaign_3066,Adidas,Electronics,INF191,Influencer_245,Mega,X,Professionals,2025-11-03,2931258,2695972,3015267,30851,4513,2892,120463,33589,257052,711596,38256,1.42,176.83,27.88,6.72
CMP03067,Campaign_3067,Nike,Fashion,INF288,Influencer_142,Mega,Facebook,Professionals,2024-12-14,4170500,2179319,2231209,261423,2063,23665,175712,28568,198651,431822,287151,13.18,117.38,16.26,0.69
CMP03068,Campaign_3068,Nike,Travel,INF094,Influencer_267,Mega,Instagram,Gen Z,2025-12-25,2081553,1873825,2506100,57171,10186,3648,196178,24054,34611,118804,71005,3.79,243.26,12.26,0.49
CMP03069,Campaign_3069,Sony,Travel,INF207,Influencer_195,Mega,X,Professionals,2024-11-29,4456176,1980919,3065427,111015,20371,593,276603,52329,310177,689179,131979,6.66,122.19,18.92,2.35
CMP03070,Campaign_3070,Nike,Beauty,INF187,Influencer_116,Mega,Instagram,Millennials,2024-04-08,1816929,1198030,1485352,50009,9372,2832,163590,14017,93265,169321,62213,5.19,81.55,8.57,1.5
CMP03071,Campaign_3071,Boat,Gaming,INF152,Influencer_288,Mega,TikTok,Millennials,2024-06-30,2892207,1534248,2361432,21337,2323,1979,109665,27437,171270,186915,25639,1.67,9.13,25.02,6.68
CMP03072,Campaign_3072,Zara,Fitness,INF267,Influencer_164,Mega,YouTube,Adults,2024-12-19,4523255,1659026,2913323,39516,6934,3264,254417,10806,414938,1244900,49714,3.0,200.02,4.25,8.35
CMP03073,Campaign_3073,Boat,Travel,INF005,Influencer_237,Mega,YouTube,Professionals,2024-01-01,2293310,1765309,3002861,131620,18419,5964,216197,9492,114652,126013,156003,8.84,9.91,4.39,0.73
CMP03074,Campaign_3074,Mamaearth,Gaming,INF224,Influencer_176,Mega,Instagram,Adults,2025-01-10,1358843,486949,946246,36239,1532,690,27416,6921,476084,866986,38461,7.9,82.11,25.24,12.38
CMP03075,Campaign_3075,Boat,Gaming,INF168,Influencer_244,Mega,X,Professionals,2025-11-06,4510337,1471882,2852243,42905,4763,3700,219802,32405,64264,145535,51368,3.49,126.46,14.74,1.25
CMP03076,Campaign_3076,Puma,Electronics,INF034,Influencer_86,Mega,Facebook,Gen Z,2025-08-12,2351033,1363973,2386931,141828,22707,11834,77971,7602,14214,29271,176369,12.93,105.93,9.75,0.08
CMP03077,Campaign_3077,Adidas,Food,INF181,Influencer_105,Mega,TikTok,Gen Z,2024-05-31,4194177,2290805,4469212,166603,25664,4802,323894,62058,105955,93020,197069,8.6,-12.21,19.16,0.54
CMP03078,Campaign_3078,Sony,Fitness,INF076,Influencer_298,Mega,TikTok,Gen Z,2025-03-10,4020802,2945275,4684213,233129,35223,21120,405462,110500,332179,1119488,289472,9.83,237.01,27.25,1.15
CMP03079,Campaign_3079,Boat,Beauty,INF173,Influencer_165,Mega,TikTok,Millennials,2025-10-03,3819551,1817104,3143892,123978,9844,10785,225949,57588,257286,653338,144607,7.96,153.93,25.49,1.78
CMP03080,Campaign_3080,Apple,Fashion,INF188,Influencer_13,Mega,Facebook,Gen Z,2024-08-21,1510973,792470,1303088,35717,5070,1718,32869,4921,72899,202498,42505,5.36,177.78,14.97,1.72
CMP03081,Campaign_3081,Zara,Travel,INF078,Influencer_248,Mega,YouTube,Professionals,2024-06-12,1484556,308940,377084,13998,640,1157,5197,897,472908,1346295,15795,5.11,184.68,17.26,29.94
CMP03082,Campaign_3082,Zara,Beauty,INF030,Influencer_13,Mega,Facebook,Millennials,2024-10-26,3835097,1601024,2425299,166720,6865,14494,25299,5237,182209,628306,188079,11.75,244.83,20.7,0.97
CMP03083,Campaign_3083,Zara,Beauty,INF102,Influencer_251,Mega,Facebook,Millennials,2024-10-16,1881508,1417959,2279589,25663,1194,483,200284,31074,371858,958771,27340,1.93,157.83,15.51,13.6
CMP03084,Campaign_3084,Mamaearth,Travel,INF045,Influencer_269,Mega,Facebook,Professionals,2024-11-29,4827115,2624348,3030039,142075,756,7517,452780,89781,147709,162732,150348,5.73,10.17,19.83,0.98
CMP03085,Campaign_3085,Nykaa,Fashion,INF286,Influencer_151,Mega,Instagram,Adults,2024-03-01,4170042,1218970,2224160,125882,23296,3491,12811,3366,413997,1087109,152669,12.52,162.59,26.27,2.71
CMP03086,Campaign_3086,Boat,Beauty,INF070,Influencer_32,Mega,Facebook,Professionals,2024-11-11,3583590,2450423,2879867,70585,2904,7045,226270,58735,444541,510676,80534,3.29,14.88,25.96,5.52
CMP03087,Campaign_3087,Boat,Fitness,INF257,Influencer_165,Mega,TikTok,Professionals,2024-01-08,3782892,1508196,2806899,159693,1086,13772,6665,1364,92788,275867,174551,11.57,197.31,20.47,0.53
CMP03088,Campaign_3088,Puma,Gaming,INF067,Influencer_241,Mega,TikTok,Adults,2024-06-07,3591813,2274395,3014366,126738,3538,9404,335705,59784,43318,138592,139680,6.14,219.94,17.81,0.31
CMP03089,Campaign_3089,Sony,Electronics,INF071,Influencer_63,Mega,Instagram,Adults,2024-01-09,1034751,932941,1648416,97379,16459,5098,162099,31758,408743,531403,118936,12.75,30.01,19.59,3.44
CMP03090,Campaign_3090,Samsung,Food,INF049,Influencer_174,Mega,YouTube,Adults,2024-08-08,1251653,1235605,1310385,70284,1465,6392,36879,9730,423278,792088,78141,6.32,87.13,26.38,5.42
CMP03091,Campaign_3091,Samsung,Travel,INF112,Influencer_121,Mega,X,Professionals,2025-08-07,2316942,2112322,3643455,107871,12105,8343,310328,43728,381433,642120,128319,6.07,68.34,14.09,2.97
CMP03092,Campaign_3092,Mamaearth,Beauty,INF178,Influencer_235,Mega,Facebook,Adults,2024-06-06,4137539,2322329,3575395,268883,53555,3519,399632,91971,394131,1226801,325957,14.04,211.27,23.01,1.21
CMP03093,Campaign_3093,Mamaearth,Fitness,INF187,Influencer_100,Mega,YouTube,Professionals,2024-06-04,4868995,1108452,1632544,123829,19462,3497,68138,5219,127212,108246,146788,13.24,-14.91,7.66,0.87
CMP03094,Campaign_3094,Zara,Beauty,INF264,Influencer_4,Macro,TikTok,Adults,2025-09-30,789568,485614,891451,53014,8828,2976,9444,868,347387,839594,64818,13.35,141.69,9.19,5.36
CMP03095,Campaign_3095,Sony,Fashion,INF195,Influencer_287,Mega,TikTok,Professionals,2024-12-15,1736283,1482855,2352928,23742,1990,1465,173031,43798,141705,262084,27197,1.83,84.95,25.31,5.21
CMP03096,Campaign_3096,Mamaearth,Beauty,INF182,Influencer_66,Mega,Facebook,Millennials,2025-08-26,1787880,893399,1495108,94127,18621,1884,101757,10688,95216,238024,114632,12.83,149.98,10.5,0.83
CMP03097,Campaign_3097,Mamaearth,Fashion,INF261,Influencer_85,Mega,Instagram,Gen Z,2025-09-22,3798867,1030717,1933000,62826,3875,2139,176106,11139,455763,570811,68840,6.68,25.24,6.33,6.62
CMP03098,Campaign_3098,Puma,Fashion,INF141,Influencer_136,Mega,Facebook,Gen Z,2024-02-07,4054715,1557839,2863205,118073,14328,5241,208925,44111,113752,174166,137642,8.84,53.11,21.11,0.83
CMP03099,Campaign_3099,Puma,Beauty,INF266,Influencer_265,Macro,TikTok,Adults,2025-08-25,975911,511834,780614,50956,4195,2401,35763,2774,190665,380563,57552,11.24,99.6,7.76,3.31
CMP03100,Campaign_3100,Puma,Electronics,INF291,Influencer_88,Mega,Facebook,Millennials,2024-04-02,1291449,1039934,1950433,75715,14286,6248,38399,6865,465994,913222,96249,9.26,95.97,17.88,4.84
